#	X	Y
1.71202;425
2.21201;425
3.71201;425
5.71201;425
6.21201;425
6.71201;425
8.71201;425
9.21201;425
10.712;425
12.712;425
13.712;425
14.712;425
16.212;425
18.212;425
19.212;425
20.712;425
21.212;425
22.212;425
22.712;425
23.712;425
24.212;425
25.712;425
27.712;425
28.712;425
29.712;425
31.712;425
33.712;425
34.712;425
36.712;425
37.212;425
37.712;425
38.212;425
39.212;425
41.212;425
43.212;425
44.212;425
46.212;425
47.712;425
48.212;425
48.712;425
50.212;425
52.212;425
52.712;425
54.712;425
55.712;425
57.712;425
59.712;425
60.212;425
61.712;425
62.212;425
64.212;425
65.212;425
66.712;425
68.212;425
69.712;425
71.712;425
73.712;425
74.212;425
76.212;425
76.712;425
78.212;425
79.712;425
81.212;425
81.712;425
82.212;425
83.212;425
85.212;425
85.712;425
87.212;425
88.712;425
90.712;425
92.712;425
94.212;425
94.712;425
96.212;425
98.212;425
99.712;425
100.212;425
101.212;425
103.212;425
104.712;425
105.212;425
106.712;425
107.212;425
108.212;425
110.212;425
111.712;425
112.712;425
114.212;425
115.212;425
115.712;425
117.212;425
118.712;425
120.212;425
120.712;425
122.712;425
123.712;425
125.712;425
126.212;425
126.712;425
128.712;425
129.212;425
129.712;425
130.712;425
132.212;425
133.712;425
135.212;425
136.212;425
138.212;425
139.712;425
141.212;425
142.212;425
142.712;425
143.712;425
145.212;425
145.712;425
146.712;425
147.712;425
149.212;425
150.712;425
151.712;425
152.712;425
154.712;425
155.712;425
156.212;425
157.712;425
158.712;425
159.212;425
161.212;425
161.712;425
162.212;425
163.212;425
164.712;425
165.712;425
167.212;425
169.212;425
169.712;425
170.212;425
171.712;425
173.712;425
174.712;425
175.212;425
175.712;425
177.712;425
178.712;425
180.212;425
181.212;425
181.712;425
183.212;425
183.712;425
185.712;425
186.212;425
187.712;425
188.212;425
189.212;425
189.712;425
191.712;425
192.712;425
194.712;425
195.212;425
197.212;425
199.212;425
200.712;425
201.212;425
202.212;425
203.212;425
204.212;425
204.712;425
205.212;425
206.212;425
208.212;425
209.212;425
211.212;425
213.212;425
215.212;425
215.712;425
217.212;425
219.212;425
220.212;425
222.212;425
223.712;425
225.712;425
226.212;425
227.712;425
228.712;425
230.712;425
232.212;425
234.212;425
234.712;425
236.212;425
237.712;425
238.212;425
239.212;425
239.712;425
241.212;425
242.712;425
244.212;425
245.212;425
245.712;425
246.712;425
248.212;425
248.712;425
249.212;425
251.212;425
252.212;425
254.212;425
255.212;425
256.712;425
258.212;425
259.712;425
261.212;425
262.712;425
264.712;425
265.712;425
266.212;425
267.212;425
267.712;425
268.712;425
270.212;425
271.212;425
273.212;425
273.712;425
275.212;425
276.212;425
277.712;425
278.712;425
279.712;425
280.212;425
281.212;425
282.712;425
283.212;425
283.712;425
285.212;425
286.212;425
288.212;425
289.712;425
290.212;425
291.212;425
292.212;425
293.212;425
294.212;425
294.712;425
296.212;425
