#	X	Y
2.62008;2476
4.62008;2476
6.62008;2476
8.62008;2476
10.6201;2476
12.6201;2476
14.6201;2476
16.6201;2476
18.6201;2476
20.6201;2476
22.6201;2476
24.6201;2476
26.6201;2476
28.6201;2476
30.6201;2476
32.6201;2476
34.6201;2476
36.6201;2476
38.6201;2476
40.6201;2476
42.6201;2476
44.6201;2476
46.6201;2476
48.6201;2476
50.6201;2476
52.6201;2476
54.6201;2476
56.6201;2476
58.6201;2476
60.6201;2476
62.6201;2476
64.6201;2476
66.6201;2476
68.6201;2476
70.6201;2476
72.6201;2476
74.6201;2476
76.6201;2476
78.6201;2476
80.6201;2476
82.6201;2476
84.6201;2476
86.6201;2476
88.6201;2476
90.6201;2476
92.6201;2476
94.6201;2476
96.6201;2476
98.6201;2476
100.62;2476
102.62;2476
104.62;2476
106.62;2476
108.62;2476
110.62;2476
112.62;2476
114.62;2476
116.62;2476
118.62;2476
120.62;2476
122.62;2476
124.62;2476
126.62;2476
128.62;2476
130.62;2476
132.62;2476
134.62;2476
136.62;2476
138.62;2476
140.62;2476
142.62;2476
144.62;2476
146.62;2476
148.62;2476
150.62;2476
152.62;2476
154.62;2476
156.62;2476
158.62;2476
160.62;2476
162.62;2476
164.62;2476
166.62;2476
168.62;2476
170.62;2476
172.62;2476
174.62;2476
176.62;2476
178.62;2476
180.62;2476
182.62;2476
184.62;2476
186.62;2476
188.62;2476
190.62;2476
192.62;2476
194.62;2476
196.62;2476
198.62;2476
200.62;2476
202.62;2476
204.62;2476
206.62;2476
208.62;2476
210.62;2476
212.62;2476
214.62;2476
216.62;2476
218.62;2476
220.62;2476
222.62;2476
224.62;2476
226.62;2476
228.62;2476
230.62;2476
232.62;2476
234.62;2476
236.62;2476
238.62;2476
240.62;2476
242.62;2476
244.62;2476
246.62;2476
248.62;2476
250.62;2476
252.62;2476
254.62;2476
256.62;2476
258.62;2476
260.62;2476
262.62;2476
264.62;2476
266.62;2476
268.62;2476
270.62;2476
272.62;2476
274.62;2476
276.62;2476
278.62;2476
280.62;2476
282.62;2476
284.62;2476
286.62;2476
288.62;2476
290.62;2476
292.62;2476
294.62;2476
296.62;2476
